1,3,2,254,260,479,
2,3,2,254,260,479,
3,3,2,254,260,479,
4,3,2,254,260,479,
5,3,2,254,260,479,
6,3,2,254,260,479,
7,3,2,254,260,479,
8,3,2,254,260,479,
9,3,2,254,260,479,
10,3,2,254,260,479,
11,3,2,254,260,479,
12,3,2,254,260,479,
13,3,2,254,260,479,
14,3,2,254,260,479,
15,3,2,254,260,479,
16,3,2,254,260,479,
17,3,2,254,260,479,
18,3,2,254,260,479,
19,3,2,254,260,479,
20,3,2,254,260,479,
21,3,2,254,260,479,
22,3,2,254,260,479,
23,3,2,254,260,479,
24,3,2,254,260,479,
25,3,2,254,260,479,
26,3,2,254,260,479,
27,3,2,254,260,479,
28,3,2,254,260,479,
29,3,2,254,260,479,
30,3,2,254,260,479,
31,3,2,254,260,479,
32,3,2,254,260,479,
33,3,2,254,260,479,
34,3,2,254,260,479,
35,3,2,254,260,479,
36,3,2,254,260,479,
37,3,2,254,260,479,
38,3,2,254,260,479,
39,3,2,254,260,479,
40,3,2,254,260,479,
41,3,2,254,260,479,
42,3,2,254,260,479,
43,3,2,254,260,479,
44,3,2,254,260,479,
45,3,2,254,260,479,
46,3,2,254,260,479,
47,3,2,254,260,479,
48,3,2,254,260,479,
49,3,2,254,260,479,
50,3,2,254,260,479,
51,3,2,254,260,479,
52,3,2,254,260,479,
53,3,2,254,260,479,
54,3,2,254,260,479,
55,3,2,254,260,479,
56,3,2,254,260,479,
57,3,2,254,260,479,
58,3,2,254,260,479,
59,3,2,254,260,479,
60,3,2,254,260,479,
61,3,2,254,260,479,
62,3,2,254,260,479,
63,3,2,254,260,479,
64,3,2,254,260,479,
65,3,2,254,260,479,
66,3,2,254,260,479,
67,3,2,254,260,479,
68,3,2,254,260,479,
69,3,2,254,260,479,
70,3,2,254,260,479,
71,3,2,254,260,479,
72,3,2,254,260,479,
73,3,2,254,260,479,
74,3,2,254,260,479,
75,3,2,254,260,479,
76,3,2,254,260,479,
77,3,2,254,260,479,
78,3,2,254,260,479,
79,3,2,254,260,479,
80,3,2,254,260,479,
81,3,2,254,260,479,
82,3,2,254,260,479,
83,3,2,254,260,479,
84,3,2,254,260,479,
85,3,2,254,260,479,
86,3,2,254,260,479,
87,3,2,254,260,479,
88,3,2,254,260,479,
89,3,2,254,260,479,
90,3,2,254,260,479,
91,3,2,254,260,479,
92,3,2,254,260,479,
93,3,2,254,260,479,
94,3,2,254,260,479,
95,3,2,254,260,479,
96,3,2,254,260,479,
97,3,2,254,260,479,
98,3,2,254,260,479,
99,3,2,254,260,479,
100,3,2,254,260,479,
101,3,2,254,260,479,
102,3,2,254,260,479,
103,3,2,254,260,479,
104,3,2,254,260,479,
105,3,2,254,260,479,
106,3,2,254,260,479,
107,3,2,254,260,479,
108,3,2,254,260,479,
109,3,2,254,260,479,
110,3,2,254,260,479,
111,3,2,254,260,479,
112,3,2,254,260,479,
113,3,2,254,260,479,
114,3,2,254,260,479,
115,3,2,254,260,479,
116,3,2,254,260,479,
117,3,2,254,260,479,
118,3,2,254,260,479,
119,3,2,254,260,479,
120,3,2,254,260,479,
121,3,2,254,260,479,
122,3,2,254,260,479,
123,3,2,254,260,479,
124,3,2,254,260,479,
125,3,2,254,260,479,
126,3,2,254,260,479,
127,3,2,254,260,479,
128,3,2,254,260,479,
129,3,2,254,260,479,
130,3,2,254,260,479,
131,3,2,254,260,479,
132,3,2,254,260,479,
133,3,2,254,260,479,
134,3,2,254,260,479,
135,3,2,254,260,479,
136,3,2,254,260,479,
137,3,2,254,260,479,
138,3,2,254,260,479,
139,3,2,254,260,479,
140,3,2,254,260,479,
141,3,2,254,260,479,
142,3,2,254,260,479,
143,3,2,254,260,479,
144,3,2,254,260,479,
145,3,2,254,260,479,
146,3,2,254,260,479,
147,3,2,254,260,479,
148,3,2,254,260,479,
149,3,2,254,260,479,
150,3,2,254,260,479,
151,3,2,254,260,479,
152,3,2,254,260,479,
153,3,2,254,260,479,
154,3,2,254,260,479,
155,3,2,254,260,479,
156,3,2,254,260,479,
157,3,2,254,260,479,
158,3,2,254,260,479,
159,3,2,254,260,479,
160,3,2,254,260,479,
161,3,2,254,260,479,
162,3,2,254,260,479,
163,3,2,254,260,479,
164,3,2,254,260,479,
165,3,2,254,260,479,
166,3,2,254,260,479,
167,3,2,254,260,479,
168,3,2,254,260,479,
169,3,2,254,260,479,
170,3,2,254,260,479,
171,3,2,254,260,479,
172,3,2,254,260,479,
173,3,2,254,260,479,
174,3,2,254,260,479,
175,3,2,254,260,479,
176,3,2,254,260,479,
177,3,2,254,260,479,
178,3,2,254,260,479,
179,3,2,254,260,479,
180,3,2,254,260,479,
181,3,2,254,260,479,
