1,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
3,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
4,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
5,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
6,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
8,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
9,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
10,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
11,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
12,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
13,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
14,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
15,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
16,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
17,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
18,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
19,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
20,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
21,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
22,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
23,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
25,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
26,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
27,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
28,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
29,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
30,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
31,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
34,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
35,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
36,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
37,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
38,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
39,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
40,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
41,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
42,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
43,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
44,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
45,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
46,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
47,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
48,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
49,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
50,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
51,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
52,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
53,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
54,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
55,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
56,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
57,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
58,2,169,353,271,413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
